id	file_name	composer	style	sections	num_bars	max_num_chords_per_bar	title	file_path	year	playlist	title_playlist	tune_key	tune_mode	beats	beat_time	cycle_fifths_order	year_truncated	structure	time_signature	tonality
83	dataset/jazz1350/Armando's Rhumba.xml	Chick Corea	Latin	{'1': 'A', '9': 'B'}	20.0	1.0	Armando's Rhumba	dataset/jazz1350/Armando's Rhumba.xml		jazz1350	Armando's Rhumba [jazz1350]	C	minor	4.0	4.0	-3.0		AB	4/4	C minor
84	dataset/jazz1350/As Long As I Live.xml	Harold Arlen	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	As Long As I Live	dataset/jazz1350/As Long As I Live.xml	1934.0	jazz1350	As Long As I Live [jazz1350]	F	major	4.0	4.0	-1.0	1934.0	AABA	4/4	F major
85	dataset/jazz1350/As Time Goes By.xml	Herman Hupfeld	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	As Time Goes By	dataset/jazz1350/As Time Goes By.xml	1931.0	jazz1350	As Time Goes By [jazz1350]	Eb	major	4.0	4.0	-3.0	1931.0	AABA	4/4	Eb major
86	dataset/jazz1350/Ask Me Now.xml	Thelonious Monk	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	Ask Me Now	dataset/jazz1350/Ask Me Now.xml	1978.0	jazz1350	Ask Me Now [jazz1350]	C#	major	4.0	4.0	-5.0	1978.0	AABA	4/4	C# major
87	dataset/jazz1350/At Last.xml	Harry Warren	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	At Last	dataset/jazz1350/At Last.xml	1941.0	jazz1350	At Last [jazz1350]	C	major	4.0	4.0	0.0	1941.0	AABA	4/4	C major
88	dataset/jazz1350/At Long Last Love.xml	Cole Porter	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	At Long Last Love	dataset/jazz1350/At Long Last Love.xml	1937.0	jazz1350	At Long Last Love [jazz1350]	C	major	4.0	4.0	0.0	1937.0	AB	4/4	C major
89	dataset/jazz1350/Au Privave.xml	Charlie Parker	Up Tempo Swing	{'1': 'A'}	12.0	2.0	Au Privave	dataset/jazz1350/Au Privave.xml	1956.0	jazz1350	Au Privave [jazz1350]	F	major	4.0	4.0	-1.0	1956.0	A	4/4	F major
90	dataset/jazz1350/Autumn In New York.xml	Vernon Duke	Ballad	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	32.0	3.0	Autumn In New York	dataset/jazz1350/Autumn In New York.xml	1934.0	jazz1350	Autumn In New York [jazz1350]	F	major	4.0	4.0	-1.0	1934.0	ABCD	4/4	F major
91	dataset/jazz1350/Autumn Leaves.xml	Joseph Kosma	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	32.0	2.0	Autumn Leaves	dataset/jazz1350/Autumn Leaves.xml	1947.0	jazz1350	Autumn Leaves [jazz1350]	G	minor	4.0	4.0	-2.0	1947.0	AABC	4/4	G minor
92	dataset/jazz1350/Autumn Nocturne.xml	Gannon-Myrow	Slow Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	36.0	3.0	Autumn Nocturne	dataset/jazz1350/Autumn Nocturne.xml		jazz1350	Autumn Nocturne [jazz1350]	C	major	4.0	4.0	0.0		AABC	4/4	C major
93	dataset/jazz1350/Avalon.xml	Jolson-Sylva-Rose	Up Tempo Swing	{'1': 'A', '17': 'B'}	32.0	1.0	Avalon	dataset/jazz1350/Avalon.xml	1920.0	jazz1350	Avalon [jazz1350]	Bb	major	4.0	4.0	-2.0	1920.0	AB	4/4	Bb major
94	dataset/jazz1350/Ba-lue Bolivar Ba-lues-are.xml	Thelonious Monk	Medium Swing	{'1': 'A'}	12.0	2.0	Ba-lue Bolivar Ba-lues-are	dataset/jazz1350/Ba-lue Bolivar Ba-lues-are.xml	1958.0	jazz1350	Ba-lue Bolivar Ba-lues-are [jazz1350]	Bb	major	4.0	4.0	-2.0	1958.0	A	4/4	Bb major
95	dataset/jazz1350/Backstage Sally.xml	Wayne Shorter	Medium Swing	{'1': 'A'}	16.0	2.0	Backstage Sally	dataset/jazz1350/Backstage Sally.xml		jazz1350	Backstage Sally [jazz1350]	F	minor	4.0	4.0	-4.0		A	4/4	F minor
96	dataset/jazz1350/Bags and Trane.xml	Milt Jackson	Medium Swing	{'1': 'A'}	12.0	1.0	Bags and Trane	dataset/jazz1350/Bags and Trane.xml	1961.0	jazz1350	Bags and Trane [jazz1350]	C	minor	4.0	4.0	-3.0	1961.0	A	4/4	C minor
97	dataset/jazz1350/Bags' Groove.xml	Milt Jackson	Medium Swing	{'1': 'A'}	12.0	2.0	Bags' Groove	dataset/jazz1350/Bags' Groove.xml	1958.0	jazz1350	Bags' Groove [jazz1350]	F	major	4.0	4.0	-1.0	1958.0	A	4/4	F major
98	dataset/jazz1350/Ballade.xml	Charlie Parker	Ballad	{'1': 'A', '9': 'B'}	16.0	3.0	Ballade	dataset/jazz1350/Ballade.xml		jazz1350	Ballade [jazz1350]	F	major	4.0	4.0	-1.0		AB	4/4	F major
99	dataset/jazz1350/Baltimore Oriole.xml	Hoagy Carmichael	Ballad	{'1': 'A', '17': 'B'}	36.0	2.0	Baltimore Oriole	dataset/jazz1350/Baltimore Oriole.xml	1942.0	jazz1350	Baltimore Oriole [jazz1350]	G	minor	4.0	4.0	-2.0	1942.0	AB	4/4	G minor
100	dataset/jazz1350/Barbados.xml	Charlie Parker	Latin	{'1': 'A'}	12.0	2.0	Barbados	dataset/jazz1350/Barbados.xml	1948.0	jazz1350	Barbados [jazz1350]	F	major	4.0	4.0	-1.0	1948.0	A	4/4	F major
101	dataset/jazz1350/Barbara.xml	Horace Silver	Waltz	{'1': 'A', '9': 'B', '17': 'A', '25': 'B'}	38.0	2.0	Barbara	dataset/jazz1350/Barbara.xml	1974.0	jazz1350	Barbara [jazz1350]	Eb	major	6.0	4.0	-3.0	1974.0	ABAB	6/4	Eb major
102	dataset/jazz1350/Bark For Barksdale.xml	Gerry Mulligan	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	38.0	2.0	Bark For Barksdale	dataset/jazz1350/Bark For Barksdale.xml	1954.0	jazz1350	Bark For Barksdale [jazz1350]	F	major	4.0	4.0	-1.0	1954.0	AABA	4/4	F major
103	dataset/jazz1350/Basin Street Blues.xml	Spencer Williams	Slow Swing	{'1': 'intro', '9': 'A'}	24.0	4.0	Basin Street Blues	dataset/jazz1350/Basin Street Blues.xml	1928.0	jazz1350	Basin Street Blues [jazz1350]	Bb	major	4.0	4.0	-2.0	1928.0	introA	4/4	Bb major
104	dataset/jazz1350/Baubles, Bangles and Beads.xml	Borodin-Wright-Forrest	Waltz	{'1': 'A', '9': 'B', '17': 'C', '25': 'A'}	36.0	1.0	Baubles, Bangles and Beads	dataset/jazz1350/Baubles, Bangles and Beads.xml	1953.0	jazz1350	Baubles, Bangles and Beads [jazz1350]	Ab	major	3.0	4.0	-4.0	1953.0	ABCA	3/4	Ab major
105	dataset/jazz1350/Be Careful It's My Heart.xml	Irving Berlin	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Be Careful It's My Heart	dataset/jazz1350/Be Careful It's My Heart.xml	1942.0	jazz1350	Be Careful It's My Heart [jazz1350]	F	major	4.0	4.0	-1.0	1942.0	ABAC	4/4	F major
106	dataset/jazz1350/Be My Love.xml	Nikolaus Brodszky	Medium Swing	{'1': 'A', '17': 'B'}	36.0	2.0	Be My Love	dataset/jazz1350/Be My Love.xml	1950.0	jazz1350	Be My Love [jazz1350]	C	major	4.0	4.0	0.0	1950.0	AB	4/4	C major
107	dataset/jazz1350/Be-Bop.xml	Dizzy Gillespie	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Be-Bop	dataset/jazz1350/Be-Bop.xml	1944.0	jazz1350	Be-Bop [jazz1350]	F	minor	4.0	4.0	-4.0	1944.0	AABA	4/4	F minor
108	dataset/jazz1350/Beatrice.xml	Sam Rivers	Medium Swing	{'1': 'A'}	16.0	2.0	Beatrice	dataset/jazz1350/Beatrice.xml	1964.0	jazz1350	Beatrice [jazz1350]	F	major	4.0	4.0	-1.0	1964.0	A	4/4	F major
109	dataset/jazz1350/Beautiful Love.xml	Victor Young	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Beautiful Love	dataset/jazz1350/Beautiful Love.xml	1931.0	jazz1350	Beautiful Love [jazz1350]	D	minor	4.0	4.0	-1.0	1931.0	ABAC	4/4	D minor
110	dataset/jazz1350/Beauty And The Beast.xml	Wayne Shorter	Funk	{'1': 'A', '13': 'A'}	28.0	2.0	Beauty And The Beast	dataset/jazz1350/Beauty And The Beast.xml	1976.0	jazz1350	Beauty And The Beast [jazz1350]	F	major	4.0	4.0	-1.0	1976.0	AA	4/4	F major
111	dataset/jazz1350/Begin The Beguine.xml	Cole Porter	Medium Swing	{'1': 'A', '17': 'A', '33': 'B', '49': 'A', '65': 'C', '81': 'C'}	100.0	2.0	Begin The Beguine	dataset/jazz1350/Begin The Beguine.xml	1935.0	jazz1350	Begin The Beguine [jazz1350]	C	major	4.0	4.0	0.0	1935.0	AABACC	4/4	C major
112	dataset/jazz1350/Bein' Green.xml	Joe Raposo	Even 8ths	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	Bein' Green	dataset/jazz1350/Bein' Green.xml	1970.0	jazz1350	Bein' Green [jazz1350]	Bb	major	4.0	4.0	-2.0	1970.0	AABA	4/4	Bb major
113	dataset/jazz1350/Bemsha Swing.xml	Thelonious Monk	Medium Swing	{'1': 'A'}	16.0	2.0	Bemsha Swing	dataset/jazz1350/Bemsha Swing.xml	1952.0	jazz1350	Bemsha Swing [jazz1350]	C	major	4.0	4.0	0.0	1952.0	A	4/4	C major
114	dataset/jazz1350/Bernie's Tune.xml	Bernie Miller	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Bernie's Tune	dataset/jazz1350/Bernie's Tune.xml	1953.0	jazz1350	Bernie's Tune [jazz1350]	D	minor	4.0	4.0	-1.0	1953.0	AABA	4/4	D minor
115	dataset/jazz1350/Besame Mucho.xml	Consuelo Velazques	Bossa Nova	{'1': 'A', '17': 'B', '25': 'A'}	40.0	2.0	Besame Mucho	dataset/jazz1350/Besame Mucho.xml	1941.0	jazz1350	Besame Mucho [jazz1350]	D	minor	4.0	4.0	-1.0	1941.0	ABA	4/4	D minor
116	dataset/jazz1350/Bess You Is My Woman.xml	George Gershwin	Ballad	{'1': 'A', '9': 'B', '21': 'C'}	36.0	3.0	Bess You Is My Woman	dataset/jazz1350/Bess You Is My Woman.xml	1935.0	jazz1350	Bess You Is My Woman [jazz1350]	Bb	major	4.0	4.0	-2.0	1935.0	ABC	4/4	Bb major
117	dataset/jazz1350/Bessie's Blues.xml	John Coltrane	Up Tempo Swing	{'1': 'A'}	12.0	1.0	Bessie's Blues	dataset/jazz1350/Bessie's Blues.xml	1977.0	jazz1350	Bessie's Blues [jazz1350]	Eb	major	4.0	4.0	-3.0	1977.0	A	4/4	Eb major
118	dataset/jazz1350/Best Thing For You Is Me, The.xml	Irving Berlin	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	36.0	2.0	Best Thing For You Is Me, The	dataset/jazz1350/Best Thing For You Is Me, The.xml	1950.0	jazz1350	Best Thing For You Is Me, The [jazz1350]	C	major	4.0	4.0	0.0	1950.0	AABC	4/4	C major
119	dataset/jazz1350/Best Things In Life Are Free, The.xml	DeSylva-Brown-Henderson	Medium Up Swing	{'1': 'A', '17': 'B'}	32.0	2.0	Best Things In Life Are Free, The	dataset/jazz1350/Best Things In Life Are Free, The.xml	1927.0	jazz1350	Best Things In Life Are Free, The [jazz1350]	C	major	4.0	4.0	0.0	1927.0	AB	4/4	C major
120	dataset/jazz1350/Better Days Ahead.xml	Pat Metheny	Latin	{'1': 'A', '10': 'B', '18': 'C'}	24.0	2.0	Better Days Ahead	dataset/jazz1350/Better Days Ahead.xml		jazz1350	Better Days Ahead [jazz1350]	C	major	4.0	4.0	0.0		ABC	4/4	C major
121	dataset/jazz1350/Better Git It In Your Soul.xml	Charles Mingus	Medium Swing	{'1': 'A', '11': 'A', '21': 'B', '29': 'A'}	38.0	2.0	Better Git It In Your Soul	dataset/jazz1350/Better Git It In Your Soul.xml		jazz1350	Better Git It In Your Soul [jazz1350]	F	major	6.0	8.0	-1.0		AABA	6/8	F major
122	dataset/jazz1350/Better Than Anything.xml	Loughborough-Wheat	Waltz	{'1': 'A'}	26.0	2.0	Better Than Anything	dataset/jazz1350/Better Than Anything.xml	1963.0	jazz1350	Better Than Anything [jazz1350]	C	major	3.0	4.0	0.0	1963.0	A	3/4	C major
123	dataset/jazz1350/Between The Devil And The Deep Blue Sea.xml	Harold Arlen	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Between The Devil And The Deep Blue Sea	dataset/jazz1350/Between The Devil And The Deep Blue Sea.xml	1931.0	jazz1350	Between The Devil And The Deep Blue Sea [jazz1350]	F	major	4.0	4.0	-1.0	1931.0	AABA	4/4	F major
124	dataset/jazz1350/Bewitched.xml	Richard Rodgers	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Bewitched	dataset/jazz1350/Bewitched.xml	1941.0	jazz1350	Bewitched [jazz1350]	C	major	4.0	4.0	0.0	1941.0	AABA	4/4	C major
125	dataset/jazz1350/Beyond The Blue Horizon.xml	Whiting-Harding	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	Beyond The Blue Horizon	dataset/jazz1350/Beyond The Blue Horizon.xml	1930.0	jazz1350	Beyond The Blue Horizon [jazz1350]	Bb	major	4.0	4.0	-2.0	1930.0	AB	4/4	Bb major
126	dataset/jazz1350/Beyond The Sea.xml	Charles Trenet	Medium Swing	{'1': 'A', '13': 'A', '25': 'B', '37': 'A'}	48.0	2.0	Beyond The Sea	dataset/jazz1350/Beyond The Sea.xml	1945.0	jazz1350	Beyond The Sea [jazz1350]	F	major	4.0	4.0	-1.0	1945.0	AABA	4/4	F major
127	dataset/jazz1350/Bidin' My Time.xml	George Gershwin	Medium Swing	{'1': 'A', '9': 'B', '17': 'A'}	24.0	3.0	Bidin' My Time	dataset/jazz1350/Bidin' My Time.xml		jazz1350	Bidin' My Time [jazz1350]	Eb	major	4.0	4.0	-3.0		ABA	4/4	Eb major
128	dataset/jazz1350/Bill Bailey.xml	Traditional	Medium Up Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Bill Bailey	dataset/jazz1350/Bill Bailey.xml	1902.0	jazz1350	Bill Bailey [jazz1350]	G	major	4.0	4.0	1.0	1902.0	ABAC	4/4	G major
129	dataset/jazz1350/Bill's Hit Tune.xml	Bill Evans	Medium Swing	{'1': 'A', '17': 'B'}	40.0	2.0	Bill's Hit Tune	dataset/jazz1350/Bill's Hit Tune.xml	1979.0	jazz1350	Bill's Hit Tune [jazz1350]	C	minor	4.0	4.0	-3.0	1979.0	AB	4/4	C minor
130	dataset/jazz1350/Billie's Bounce.xml	Charlie Parker	Medium Up Swing	{'1': 'A'}	12.0	2.0	Billie's Bounce	dataset/jazz1350/Billie's Bounce.xml	1945.0	jazz1350	Billie's Bounce [jazz1350]	F	major	4.0	4.0	-1.0	1945.0	A	4/4	F major
131	dataset/jazz1350/Billy Boy.xml	Traditional	Medium Up Swing	{'1': 'A', '17': 'A', '33': 'B', '41': 'A'}	56.0	2.0	Billy Boy	dataset/jazz1350/Billy Boy.xml		jazz1350	Billy Boy [jazz1350]	C	major	4.0	4.0	0.0		AABA	4/4	C major
132	dataset/jazz1350/Birk's Works.xml	Dizzy Gillespie	Up Tempo Swing	{'1': 'A'}	12.0	2.0	Birk's Works	dataset/jazz1350/Birk's Works.xml	1957.0	jazz1350	Birk's Works [jazz1350]	F	minor	4.0	4.0	-4.0	1957.0	A	4/4	F minor
133	dataset/jazz1350/Birth Of The Blues, The.xml	Ray Henderson	Slow Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Birth Of The Blues, The	dataset/jazz1350/Birth Of The Blues, The.xml	1926.0	jazz1350	Birth Of The Blues, The [jazz1350]	C	major	4.0	4.0	0.0	1926.0	AABA	4/4	C major
134	dataset/jazz1350/Black And Blue.xml	Fats Waller	Slow Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Black And Blue	dataset/jazz1350/Black And Blue.xml	1929.0	jazz1350	Black And Blue [jazz1350]	C	major	4.0	4.0	0.0	1929.0	AABA	4/4	C major
135	dataset/jazz1350/Black And Tan Fantasy.xml	Ellington-Miley	Medium Swing	{'1': 'A', '13': 'B', '21': 'B'}	28.0	4.0	Black And Tan Fantasy	dataset/jazz1350/Black And Tan Fantasy.xml	1927.0	jazz1350	Black And Tan Fantasy [jazz1350]	Bb	minor	4.0	4.0	-5.0	1927.0	ABB	4/4	Bb minor
136	dataset/jazz1350/Black Coffee.xml	Burke-Webster	Slow Swing	{'1': 'A', '13': 'A', '25': 'B', '33': 'A'}	44.0	2.0	Black Coffee	dataset/jazz1350/Black Coffee.xml	1948.0	jazz1350	Black Coffee [jazz1350]	C	major	4.0	4.0	0.0	1948.0	AABA	4/4	C major
137	dataset/jazz1350/Black Narcissus.xml	Joe Henderson	Waltz	{'1': 'A', '9': 'B', '17': 'C'}	24.0	2.0	Black Narcissus	dataset/jazz1350/Black Narcissus.xml	1969.0	jazz1350	Black Narcissus [jazz1350]	Ab	minor	3.0	4.0	5.0	1969.0	ABC	3/4	Ab minor
138	dataset/jazz1350/Black Nile.xml	Wayne Shorter	Up Tempo Swing	{'1': 'intro', '9': 'A', '17': 'A', '25': 'B', '33': 'A'}	40.0	2.0	Black Nile	dataset/jazz1350/Black Nile.xml	1964.0	jazz1350	Black Nile [jazz1350]	D	minor	4.0	4.0	-1.0	1964.0	introAABA	4/4	D minor
139	dataset/jazz1350/Blackberry Winter.xml	Alec Wilder	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	Blackberry Winter	dataset/jazz1350/Blackberry Winter.xml	1976.0	jazz1350	Blackberry Winter [jazz1350]	F	major	4.0	4.0	-1.0	1976.0	AABA	4/4	F major
140	dataset/jazz1350/Blame It On My Youth.xml	Oscar Levant	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Blame It On My Youth	dataset/jazz1350/Blame It On My Youth.xml	1934.0	jazz1350	Blame It On My Youth [jazz1350]	Eb	major	4.0	4.0	-3.0	1934.0	ABAC	4/4	Eb major
141	dataset/jazz1350/Blood Count.xml	Billy Strayhorn	Slow Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A', '33': 'C'}	44.0	4.0	Blood Count	dataset/jazz1350/Blood Count.xml	1967.0	jazz1350	Blood Count [jazz1350]	D	major	4.0	4.0	2.0	1967.0	AABAC	4/4	D major
142	dataset/jazz1350/Bloomdido.xml	Charlie Parker	Up Tempo Swing	{'1': 'A'}	12.0	2.0	Bloomdido	dataset/jazz1350/Bloomdido.xml	1953.0	jazz1350	Bloomdido [jazz1350]	Bb	major	4.0	4.0	-2.0	1953.0	A	4/4	Bb major
143	dataset/jazz1350/Blue (And Broken Hearted).xml	Leslie-Handman-Clarke	Medium Swing	{'1': 'A', '17': 'A'}	32.0	2.0	Blue (And Broken Hearted)	dataset/jazz1350/Blue (And Broken Hearted).xml		jazz1350	Blue (And Broken Hearted) [jazz1350]	Bb	major	4.0	4.0	-2.0		AA	4/4	Bb major
144	dataset/jazz1350/Blue And Sentimental.xml	Livingstone-David-Basie	Ballad	{'1': 'A', '9': 'B', '13': 'C'}	18.0	4.0	Blue And Sentimental	dataset/jazz1350/Blue And Sentimental.xml	1938.0	jazz1350	Blue And Sentimental [jazz1350]	Eb	major	4.0	4.0	-3.0	1938.0	ABC	4/4	Eb major
145	dataset/jazz1350/Blue Bossa.xml	Kenny Dorham	Bossa Nova	{'1': 'A'}	16.0	2.0	Blue Bossa	dataset/jazz1350/Blue Bossa.xml	1965.0	jazz1350	Blue Bossa [jazz1350]	C	minor	4.0	4.0	-3.0	1965.0	A	4/4	C minor
146	dataset/jazz1350/Blue Champagne.xml	Watts-Ryerson-Eaton	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Blue Champagne	dataset/jazz1350/Blue Champagne.xml	1941.0	jazz1350	Blue Champagne [jazz1350]	F	major	4.0	4.0	-1.0	1941.0	AABA	4/4	F major
147	dataset/jazz1350/Blue Daniel.xml	Frank Rosolino	Waltz	{'1': 'A'}	14.0	1.0	Blue Daniel	dataset/jazz1350/Blue Daniel.xml		jazz1350	Blue Daniel [jazz1350]	D	major	3.0	4.0	2.0		A	3/4	D major
148	dataset/jazz1350/Blue In Green.xml	Miles Davis, Bill Evans	Ballad	{'1': 'A'}	10.0	2.0	Blue In Green	dataset/jazz1350/Blue In Green.xml	1959.0	jazz1350	Blue In Green [jazz1350]	D	minor	4.0	4.0	-1.0	1959.0	A	4/4	D minor
149	dataset/jazz1350/Blue Lou.xml	Irving Mills	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Blue Lou	dataset/jazz1350/Blue Lou.xml	1933.0	jazz1350	Blue Lou [jazz1350]	Bb	major	4.0	4.0	-2.0	1933.0	AABA	4/4	Bb major
150	dataset/jazz1350/Blue Monk.xml	Thelonious Monk	Medium Swing	{'1': 'A'}	12.0	1.0	Blue Monk	dataset/jazz1350/Blue Monk.xml	1962.0	jazz1350	Blue Monk [jazz1350]	Bb	major	4.0	4.0	-2.0	1962.0	A	4/4	Bb major
151	dataset/jazz1350/Blue Moon.xml	Richard Rodgers	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Blue Moon	dataset/jazz1350/Blue Moon.xml	1934.0	jazz1350	Blue Moon [jazz1350]	Eb	major	4.0	4.0	-3.0	1934.0	AABA	4/4	Eb major
152	dataset/jazz1350/Blue Room, The.xml	Richard Rodgers	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	32.0	4.0	Blue Room, The	dataset/jazz1350/Blue Room, The.xml	1926.0	jazz1350	Blue Room, The [jazz1350]	F	major	4.0	4.0	-1.0	1926.0	AABC	4/4	F major
153	dataset/jazz1350/Blue Silver.xml	Horace Silver	Medium Swing	{'1': 'A', '13': 'B', '21': 'A'}	32.0	2.0	Blue Silver	dataset/jazz1350/Blue Silver.xml	1967.0	jazz1350	Blue Silver [jazz1350]	Eb	minor	4.0	4.0	-6.0	1967.0	ABA	4/4	Eb minor
154	dataset/jazz1350/Blue Skies.xml	Irving Berlin	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Blue Skies	dataset/jazz1350/Blue Skies.xml	1927.0	jazz1350	Blue Skies [jazz1350]	C	major	4.0	4.0	0.0	1927.0	AABA	4/4	C major
155	dataset/jazz1350/Blue Sphere.xml	Thelonious Monk	Medium Swing	{'1': 'A'}	12.0	1.0	Blue Sphere	dataset/jazz1350/Blue Sphere.xml	1971.0	jazz1350	Blue Sphere [jazz1350]	Bb	major	4.0	4.0	-2.0	1971.0	A	4/4	Bb major
156	dataset/jazz1350/Blue Turning Grey Over You.xml	Fats Waller	Slow Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Blue Turning Grey Over You	dataset/jazz1350/Blue Turning Grey Over You.xml	1929.0	jazz1350	Blue Turning Grey Over You [jazz1350]	Bb	major	4.0	4.0	-2.0	1929.0	AABA	4/4	Bb major
157	dataset/jazz1350/Blueberry Hill.xml	Lewis-Stock-Rose	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Blueberry Hill	dataset/jazz1350/Blueberry Hill.xml	1940.0	jazz1350	Blueberry Hill [jazz1350]	Eb	major	4.0	4.0	-3.0	1940.0	AABA	4/4	Eb major
158	dataset/jazz1350/Bluehawk.xml	Thelonious Monk	Medium Swing	{'1': 'A'}	12.0	1.0	Bluehawk	dataset/jazz1350/Bluehawk.xml	1959.0	jazz1350	Bluehawk [jazz1350]	Bb	major	4.0	4.0	-2.0	1959.0	A	4/4	Bb major
159	dataset/jazz1350/Blues Five Spot.xml	Thelonious Monk	Medium Swing	{'1': 'A'}	12.0	1.0	Blues Five Spot	dataset/jazz1350/Blues Five Spot.xml		jazz1350	Blues Five Spot [jazz1350]	Bb	major	4.0	4.0	-2.0		A	4/4	Bb major
160	dataset/jazz1350/Blues For Alice.xml	Charlie Parker	Medium Up Swing	{'1': 'A'}	12.0	2.0	Blues For Alice	dataset/jazz1350/Blues For Alice.xml	1956.0	jazz1350	Blues For Alice [jazz1350]	F	major	4.0	4.0	-1.0	1956.0	A	4/4	F major
161	dataset/jazz1350/Blues For Wood.xml	Woody Shaw	Up Tempo Swing	{'1': 'A'}	12.0	2.0	Blues For Wood	dataset/jazz1350/Blues For Wood.xml	1981.0	jazz1350	Blues For Wood [jazz1350]	F	minor	4.0	4.0	-4.0	1981.0	A	4/4	F minor
162	dataset/jazz1350/Blues In The Closet.xml	Oscar Pettiford	Medium Up Swing	{'1': 'A'}	12.0	1.0	Blues In The Closet	dataset/jazz1350/Blues In The Closet.xml	1955.0	jazz1350	Blues In The Closet [jazz1350]	Ab	major	4.0	4.0	-4.0	1955.0	A	4/4	Ab major
163	dataset/jazz1350/Bluesette.xml	Toots Thielemans	Waltz	{'1': 'A', '9': 'B', '17': 'C'}	24.0	1.0	Bluesette	dataset/jazz1350/Bluesette.xml	1963.0	jazz1350	Bluesette [jazz1350]	Bb	major	3.0	4.0	-2.0	1963.0	ABC	3/4	Bb major
164	dataset/jazz1350/Body And Soul.xml	Johnny Green	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	Body And Soul	dataset/jazz1350/Body And Soul.xml	1930.0	jazz1350	Body And Soul [jazz1350]	C#	major	4.0	4.0	-5.0	1930.0	AABA	4/4	C# major
165	dataset/jazz1350/Bohemia After Dark.xml	Oscar Pettiford	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Bohemia After Dark	dataset/jazz1350/Bohemia After Dark.xml	1955.0	jazz1350	Bohemia After Dark [jazz1350]	G	minor	4.0	4.0	-2.0	1955.0	AABA	4/4	G minor
166	dataset/jazz1350/Boo Boo's Birthday.xml	Thelonious Monk	Medium Swing	{'1': 'A', '9': 'A', '17': 'B'}	21.0	2.0	Boo Boo's Birthday	dataset/jazz1350/Boo Boo's Birthday.xml	1967.0	jazz1350	Boo Boo's Birthday [jazz1350]	C	major	4.0	4.0	0.0	1967.0	AAB	4/4	C major
167	dataset/jazz1350/Booker's Waltz.xml	Booker Little	Waltz	{'1': 'A'}	16.0	1.0	Booker's Waltz	dataset/jazz1350/Booker's Waltz.xml	1960.0	jazz1350	Booker's Waltz [jazz1350]	Ab	major	3.0	4.0	-4.0	1960.0	A	3/4	Ab major
168	dataset/jazz1350/Boplicity.xml	Cleo Henry	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Boplicity	dataset/jazz1350/Boplicity.xml	1949.0	jazz1350	Boplicity [jazz1350]	F	major	4.0	4.0	-1.0	1949.0	AABA	4/4	F major
