id	file_name	style	sections	num_bars	max_num_chords_per_bar	title	file_path	year	playlist	title_playlist	tune_key	tune_mode	beats	beat_time	cycle_fifths_order	year_truncated	structure	time_signature	tonality	id	musicbrainz_id	musicbrainz_composer	musicbrainz_lyricist	musicbrainz_type	wikidata_id	wikidata_description	wikidata_allmusic	wiki_link	composer
417	dataset/jazz1350/Groovin' High.xml	Up Tempo Swing	{'1': 'A', '17': 'A'}	32.0	2.0	Groovin' High	dataset/jazz1350/Groovin' High.xml	1944.0	jazz1350	Groovin' High [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	AA	4/4	Eb major	446	8d0b02b7-b27b-3f8d-a05b-4a42969f41f5	['Charlie Parker', 'Dizzy Gillespie', 'Frank Paparelli']	[]	Song	Q1309545	song		https://en.wikipedia.org/wiki/Groovin%27_High	Charlie Parker
417	dataset/jazz1350/Groovin' High.xml	Up Tempo Swing	{'1': 'A', '17': 'A'}	32.0	2.0	Groovin' High	dataset/jazz1350/Groovin' High.xml	1944.0	jazz1350	Groovin' High [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	AA	4/4	Eb major	446	8d0b02b7-b27b-3f8d-a05b-4a42969f41f5	['Charlie Parker', 'Dizzy Gillespie', 'Frank Paparelli']	[]	Song	Q1309545	song		https://en.wikipedia.org/wiki/Groovin%27_High	Dizzy Gillespie
417	dataset/jazz1350/Groovin' High.xml	Up Tempo Swing	{'1': 'A', '17': 'A'}	32.0	2.0	Groovin' High	dataset/jazz1350/Groovin' High.xml	1944.0	jazz1350	Groovin' High [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	AA	4/4	Eb major	446	8d0b02b7-b27b-3f8d-a05b-4a42969f41f5	['Charlie Parker', 'Dizzy Gillespie', 'Frank Paparelli']	[]	Song	Q1309545	song		https://en.wikipedia.org/wiki/Groovin%27_High	Frank Paparelli
418	dataset/jazz1350/Hackensack.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Hackensack	dataset/jazz1350/Hackensack.xml	1978.0	jazz1350	Hackensack [jazz1350]	F	major	4.0	4.0	-1.0	1978.0	AABA	4/4	F major	447	14b4ccd4-b4b8-3b50-8ff3-64fba31e3d56	['Thelonious Monk']	[]	Song					Thelonious Monk
419	dataset/jazz1350/Half Nelson.xml	Up Tempo Swing	{'1': 'A'}	16.0	2.0	Half Nelson	dataset/jazz1350/Half Nelson.xml	1948.0	jazz1350	Half Nelson [jazz1350]	C	major	4.0	4.0	0.0	1948.0	A	4/4	C major	448	a8043b2f-d57b-3e94-b755-4115ef06bb01	['Miles Davis']	[]						Miles Davis
420	dataset/jazz1350/Hallelujah I Just Love Him So.xml	Medium Swing	{'1': 'A', '13': 'A', '25': 'B', '33': 'A'}	44.0	3.0	Hallelujah I Just Love Him So	dataset/jazz1350/Hallelujah I Just Love Him So.xml	1956.0	jazz1350	Hallelujah I Just Love Him So [jazz1350]	Bb	major	4.0	4.0	-2.0	1956.0	AABA	4/4	Bb major	449	1976fdbf-1c36-3b9e-8547-e889d6b852bd	['Ray Charles']	['Ray Charles']	Song	Q3372281	original song written, composed, and by Ray Charles		https://en.wikipedia.org/wiki/Hallelujah_I_Love_Her_So	Ray Charles
421	dataset/jazz1350/Hallucinations.xml	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A', '33': 'C'}	38.0	2.0	Hallucinations	dataset/jazz1350/Hallucinations.xml	1965.0	jazz1350	Hallucinations [jazz1350]	F	major	4.0	4.0	-1.0	1965.0	AABAC	4/4	F major	450	0ac896ec-c158-3560-b87d-8c4b2ddfd7bb	['Bud Powell']	[]	Song					Bud Powell
422	dataset/jazz1350/Happiness Is A Thing Called Joe.xml	Medium Swing	{'1': 'intro', '10': 'A', '18': 'B', '26': 'A', '34': 'C'}	45.0	2.0	Happiness Is A Thing Called Joe	dataset/jazz1350/Happiness Is A Thing Called Joe.xml	1943.0	jazz1350	Happiness Is A Thing Called Joe [jazz1350]	C	major	4.0	4.0	0.0	1943.0	introABAC	4/4	C major	451	58aab263-fb66-4734-bf5f-90cf8f8fc348	['Harold Arlen']	['Yip Harburg']	Song	Q5652336	song composed by Harold Arlen, with lyrics written by Yip Harburg		https://en.wikipedia.org/wiki/Happiness_Is_a_Thing_Called_Joe	Harold Arlen
423	dataset/jazz1350/Happy Little Sunbeam.xml	Up Tempo Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Happy Little Sunbeam	dataset/jazz1350/Happy Little Sunbeam.xml	1952.0	jazz1350	Happy Little Sunbeam [jazz1350]	F	major	4.0	4.0	-1.0	1952.0	ABAC	4/4	F major	452	187e468d-21fa-4931-a03f-c92972eb7f6b	['Russ Freeman']	[]	Song					Russ Freeman
424	dataset/jazz1350/Haunted Heart.xml	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	36.0	2.0	Haunted Heart	dataset/jazz1350/Haunted Heart.xml	1948.0	jazz1350	Haunted Heart [jazz1350]	Eb	major	4.0	4.0	-3.0	1948.0	ABAC	4/4	Eb major	454	443d06e8-f7fb-491d-a2ee-e93228d004bf	['Arthur Schwartz']	['Howard Dietz']	Song					Arthur Schwartz
425	dataset/jazz1350/Have You Met Miss Jones.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Have You Met Miss Jones	dataset/jazz1350/Have You Met Miss Jones.xml	1937.0	jazz1350	Have You Met Miss Jones [jazz1350]	F	major	4.0	4.0	-1.0	1937.0	AABA	4/4	F major	455	327e3de7-b71a-3035-89ae-1484fed0ed94	['Richard Rodgers']	['Lorenz Hart']	Song	Q10518612	"original show tune by Rodgers and Hart; from the 1937 musical ""I'd Rather Be Right"""	mc0002359891	https://en.wikipedia.org/wiki/Have_You_Met_Miss_Jones%3F	Richard Rodgers
426	dataset/jazz1350/He's A Tramp.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	He's A Tramp	dataset/jazz1350/He's A Tramp.xml		jazz1350	He's A Tramp [jazz1350]	F	major	4.0	4.0	-1.0		AABA	4/4	F major	456	01907129-06fb-4df6-82c2-a65bbf0d2d5c	['Oliver Wallace']	['Peggy Lee', 'Sonny Burke']	Song					Oliver Wallace
427	dataset/jazz1350/Heart And Soul.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	34.0	3.0	Heart And Soul	dataset/jazz1350/Heart And Soul.xml	1938.0	jazz1350	Heart And Soul [jazz1350]	F	major	4.0	4.0	-1.0	1938.0	AABA	4/4	F major	457	d6e81333-deda-4401-95a5-071834cb6888	['Hoagy Carmichael']	['Frank Loesser']	Song	Q1408002	song by Hoagy Carmichael and Frank Loesser		https://en.wikipedia.org/wiki/Heart_and_Soul_(Frank_Loesser_and_Hoagy_Carmichael_song)	Hoagy Carmichael
428	dataset/jazz1350/Heatwave.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Heatwave	dataset/jazz1350/Heatwave.xml	1933.0	jazz1350	Heatwave [jazz1350]	G	major	4.0	4.0	1.0	1933.0	AABA	4/4	G major	458		[]	[]						Irving Berlin
429	dataset/jazz1350/Hello Young Lovers.xml	Medium Up Swing	{'1': 'A', '17': 'A', '33': 'B', '49': 'C'}	72.0	2.0	Hello Young Lovers	dataset/jazz1350/Hello Young Lovers.xml	1951.0	jazz1350	Hello Young Lovers [jazz1350]	C	major	3.0	4.0	0.0	1951.0	AABC	3/4	C major	460	ee953cfd-f43e-37c2-b65b-e31e68f76723	['Richard Rodgers']	['Oscar Hammerstein II']	Song	Q5708537	"original show tune written and composed by Rodgers & Hammerstein; from the 1951 musical ""The King and I"""	mc0002665314	https://en.wikipedia.org/wiki/Hello,_Young_Lovers_(song)	Richard Rodgers
430	dataset/jazz1350/Hello.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Hello	dataset/jazz1350/Hello.xml		jazz1350	Hello [jazz1350]	G	major	4.0	4.0	1.0		AABA	4/4	G major	461		[]	[]						Milt Jackson
431	dataset/jazz1350/Here's That Rainy Day.xml	Ballad	{'1': 'A', '17': 'B'}	32.0	2.0	Here's That Rainy Day	dataset/jazz1350/Here's That Rainy Day.xml	1949.0	jazz1350	Here's That Rainy Day [jazz1350]	G	major	4.0	4.0	1.0	1949.0	AB	4/4	G major	462	ad3199e2-5395-3254-842f-dde2db33efca	['Jimmy Van Heusen']	['Johnny Burke']	Song	Q15132711	"original show tune composed by Jimmy Van Heusen with lyrics by Johnny Burke; from the 1934 musical ""Carnival in Flanders"""	mc0002455856	https://en.wikipedia.org/wiki/Here%27s_That_Rainy_Day	Jimmy Van Heusen
432	dataset/jazz1350/Here's To Life.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A', '33': 'C'}	52.0	2.0	Here's To Life	dataset/jazz1350/Here's To Life.xml	1992.0	jazz1350	Here's To Life [jazz1350]	Eb	minor	4.0	4.0	-6.0	1992.0	AABAC	4/4	Eb minor	464	25f25a7c-6729-3448-bf7b-48abb4e17576	['Artie Butler']	['Phyllis Molinary']	Song					Artie Butler
433	dataset/jazz1350/Heyoke.xml	Waltz	{'1': 'A', '17': 'A'}	36.0	2.0	Heyoke	dataset/jazz1350/Heyoke.xml		jazz1350	Heyoke [jazz1350]	F	major	3.0	4.0	-1.0		AA	3/4	F major	465	2f228edc-9fa4-4819-b18e-a1b491b435ba	['Kenny Wheeler']	[]	Song					Kenny Wheeler
434	dataset/jazz1350/High Fly.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	High Fly	dataset/jazz1350/High Fly.xml	1958.0	jazz1350	High Fly [jazz1350]	C	major	4.0	4.0	0.0	1958.0	AABA	4/4	C major	466		[]	[]						Randy Weston
435	dataset/jazz1350/High Hopes.xml	Medium Swing	{'1': 'intro', '7': 'A', '15': 'B'}	34.0	2.0	High Hopes	dataset/jazz1350/High Hopes.xml	1959.0	jazz1350	High Hopes [jazz1350]	F	major	4.0	4.0	-1.0	1959.0	introAB	4/4	F major	467	db8b12bf-952d-4c37-ba07-dd86af362329	['Jimmy Van Heusen']	['Sammy Cahn']	Song	Q5755670	"original song written and composed by Jimmy Van Heusen, lyrics by Sammy Cahn; from the 1959 film ""A Hole in the Head"""		https://en.wikipedia.org/wiki/High_Hopes_(Frank_Sinatra_song)	Jimmy Van Heusen
436	dataset/jazz1350/Hocus-Pocus.xml	Medium Up Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	Hocus-Pocus	dataset/jazz1350/Hocus-Pocus.xml	1964.0	jazz1350	Hocus-Pocus [jazz1350]	F	major	4.0	4.0	-1.0	1964.0	AABA	4/4	F major	468	c7d9dacd-1367-35bc-a672-f6a811a02acc	['Lee Morgan']	[]	Song					Lee Morgan
437	dataset/jazz1350/Home At Last.xml	Bossa Nova	{'1': 'A', '17': 'A', '29': 'B'}	38.0	2.0	Home At Last	dataset/jazz1350/Home At Last.xml		jazz1350	Home At Last [jazz1350]	Bb	major	4.0	4.0	-2.0		AAB	4/4	Bb major	469		[]	[]						Hank Mobley
438	dataset/jazz1350/Home Cookin'.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Home Cookin'	dataset/jazz1350/Home Cookin'.xml		jazz1350	Home Cookin' [jazz1350]	F	major	4.0	4.0	-1.0		AABA	4/4	F major	470	ee9ed5c3-4c84-4eab-a571-e9aee5bfe23f	['Horace Silver']	[]	Song					Horace Silver
439	dataset/jazz1350/Honeysuckle Rose.xml	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Honeysuckle Rose	dataset/jazz1350/Honeysuckle Rose.xml	1929.0	jazz1350	Honeysuckle Rose [jazz1350]	F	major	4.0	4.0	-1.0	1929.0	AABA	4/4	F major	472	8cb1dec5-951d-3ade-9466-29e3269b0dec	['Fats Waller']	['Andy Razaf']	Song	Q280907	1929 song composed by Fats Waller with lyrics by Andy Razaf		https://en.wikipedia.org/wiki/Honeysuckle_Rose_(song)	Fats Waller
440	dataset/jazz1350/Horace-Scope.xml	Medium Swing	{'1': 'A', '17': 'A'}	35.0	2.0	Horace-Scope	dataset/jazz1350/Horace-Scope.xml	1956.0	jazz1350	Horace-Scope [jazz1350]	C#	major	4.0	4.0	-5.0	1956.0	AA	4/4	C# major	473		[]	[]						Horace Silver
441	dataset/jazz1350/Hot House.xml	Up Tempo Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	1.0	Hot House	dataset/jazz1350/Hot House.xml	1945.0	jazz1350	Hot House [jazz1350]	C	major	4.0	4.0	0.0	1945.0	AABA	4/4	C major	474	f838608f-f99a-366c-95ad-9fbfda213409	['Tadd Dameron']	[]	Song	Q1630709	jazz composition by Tadd Dameron		https://en.wikipedia.org/wiki/Hot_House_(composition)	Tadd Dameron
442	dataset/jazz1350/House Of Jade.xml	Slow Swing	{'1': 'A', '9': 'B', '17': 'A'}	24.0	2.0	House Of Jade	dataset/jazz1350/House Of Jade.xml	1964.0	jazz1350	House Of Jade [jazz1350]	C	minor	4.0	4.0	-3.0	1964.0	ABA	4/4	C minor	475	d45221c1-6bc5-47e3-a28d-82a1cc1ad9fb	['Wayne Shorter']	[]						Wayne Shorter
443	dataset/jazz1350/How About You.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	How About You	dataset/jazz1350/How About You.xml	1941.0	jazz1350	How About You [jazz1350]	F	major	4.0	4.0	-1.0	1941.0	AB	4/4	F major	476	b837b664-0c87-3e54-88e3-7b1eb2b2a1a5	['Burton Lane']	['Ralph Freed']	Song	Q5917385	"original song composed by Burton Lane, with lyrics by Ralph Freed; from the 1941 film ""Babes on Broadway"""	mc0002623357	https://en.wikipedia.org/wiki/How_About_You%3F	Burton Lane
444	dataset/jazz1350/How Are Things In Glocca Morra.xml	Ballad	{'1': 'A', '9': 'A', '19': 'B'}	30.0	3.0	How Are Things In Glocca Morra	dataset/jazz1350/How Are Things In Glocca Morra.xml	1946.0	jazz1350	How Are Things In Glocca Morra [jazz1350]	F	major	4.0	4.0	-1.0	1946.0	AAB	4/4	F major	477	6603e920-12e8-3508-936c-d7fd6bbdca72	['Burton Lane']	['Yip Harburg']	Song					Burton Lane
445	dataset/jazz1350/How Deep Is The Ocean.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	How Deep Is The Ocean	dataset/jazz1350/How Deep Is The Ocean.xml	1932.0	jazz1350	How Deep Is The Ocean [jazz1350]	Eb	major	4.0	4.0	-3.0	1932.0	ABAC	4/4	Eb major	478	5757fff7-068f-3328-8eb0-cb427891e0cd	['Irving Berlin']	['Irving Berlin']	Song	Q4352749	original song written and composed by Irving Berlin	mc0002408144	https://en.wikipedia.org/wiki/How_Deep_Is_the_Ocean%3F	Irving Berlin
446	dataset/jazz1350/How High The Moon.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	How High The Moon	dataset/jazz1350/How High The Moon.xml	1940.0	jazz1350	How High The Moon [jazz1350]	G	major	4.0	4.0	1.0	1940.0	ABAC	4/4	G major	479	bbb45de0-50f9-3065-b712-6f97d42f9f5d	['Morgan Lewis']	['Nancy Hamilton']	Song	Q1631676	"original show tune composed by Morgan Lewis, lyrics by Nancy Hamilton; from the 1940 musical revue ""Two for the Show"""	mc0000621728	https://en.wikipedia.org/wiki/How_High_the_Moon	Morgan Lewis
447	dataset/jazz1350/How Insensitive.xml	Bossa Nova	{'1': 'A', '17': 'B'}	32.0	2.0	How Insensitive	dataset/jazz1350/How Insensitive.xml	1963.0	jazz1350	How Insensitive [jazz1350]	D	minor	4.0	4.0	-1.0	1963.0	AB	4/4	D minor	480	6e65fbbd-ad64-3732-9ad3-a512ca3005d2	['Antônio Carlos Jobim']	['Vinicius de Moraes']	Song	Q96749591	"translated song: English version of ""Insensatez"", lyrics adapted by  Norman Gimbel"	mc0001965123		Antônio Carlos Jobim
448	dataset/jazz1350/How Little We Know.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '33': 'A', '41': 'C'}	49.0	2.0	How Little We Know	dataset/jazz1350/How Little We Know.xml	1944.0	jazz1350	How Little We Know [jazz1350]	Ab	major	4.0	4.0	-4.0	1944.0	AABAC	4/4	Ab major	481	d863bacd-372f-47a0-ab88-1da6c9a2a4e7	['Hoagy Carmichael', 'Johnny Mercer']	[]	Song					Hoagy Carmichael
448	dataset/jazz1350/How Little We Know.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '33': 'A', '41': 'C'}	49.0	2.0	How Little We Know	dataset/jazz1350/How Little We Know.xml	1944.0	jazz1350	How Little We Know [jazz1350]	Ab	major	4.0	4.0	-4.0	1944.0	AABAC	4/4	Ab major	481	d863bacd-372f-47a0-ab88-1da6c9a2a4e7	['Hoagy Carmichael', 'Johnny Mercer']	[]	Song					Johnny Mercer
449	dataset/jazz1350/How Long Has This Been Going On.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	3.0	How Long Has This Been Going On	dataset/jazz1350/How Long Has This Been Going On.xml	1928.0	jazz1350	How Long Has This Been Going On [jazz1350]	F	major	4.0	4.0	-1.0	1928.0	AABA	4/4	F major	482	4bf20a2a-53fd-3ae0-9a2d-749128be0ad2	['George Gershwin']	['Ira Gershwin']	Song	Q2655464	"original show tune by George & Ira Gershwin; from the 1928 musical ""Funny Face"""	mc0002451199	https://en.wikipedia.org/wiki/How_Long_Has_This_Been_Going_On%3F	George Gershwin
450	dataset/jazz1350/How My Heart Sings.xml	Waltz	{'1': 'A', '9': 'B', '17': 'C', '25': 'A', '33': 'D'}	44.0	2.0	How My Heart Sings	dataset/jazz1350/How My Heart Sings.xml		jazz1350	How My Heart Sings [jazz1350]	C	major	3.0	4.0	0.0		ABCAD	3/4	C major	483	de68bb78-b4b3-4000-af4a-b2067e12980a	['Earl Zindars']	[]	Song					Earl Zindars
451	dataset/jazz1350/Humpty Dumpty.xml	Up Tempo Swing	{'1': 'A'}	18.0	1.0	Humpty Dumpty	dataset/jazz1350/Humpty Dumpty.xml	1978.0	jazz1350	Humpty Dumpty [jazz1350]	C	major	4.0	4.0	0.0	1978.0	A	4/4	C major	484	a2cd3cf6-2d08-32b0-b085-c507a768db39	['Chick Corea']	[]	Song					Chick Corea
452	dataset/jazz1350/Hungaria.xml	Medium Up Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	1.0	Hungaria	dataset/jazz1350/Hungaria.xml		jazz1350	Hungaria [jazz1350]	G	major	4.0	4.0	1.0		ABAC	4/4	G major	485	9dd0ba91-8f4b-4efd-a61b-dd606cde6f88	['Django Reinhardt']	[]	Song					Django Reinhardt
453	dataset/jazz1350/I Ain't Got Nobody.xml	Slow Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	I Ain't Got Nobody	dataset/jazz1350/I Ain't Got Nobody.xml	1915.0	jazz1350	I Ain't Got Nobody [jazz1350]	G	major	4.0	4.0	1.0	1915.0	AABA	4/4	G major	486	6d9a8ccc-c63e-31fd-bc78-6d070b525408	['Spencer Williams']	['Roger Graham']	Song	Q5975844	song composed by Spencer Williams performed by Bessie Smith		https://en.wikipedia.org/wiki/I_Ain%27t_Got_Nobody	Spencer Williams
454	dataset/jazz1350/I Can't Believe...You're In Love....xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Can't Believe...You're In Love...	dataset/jazz1350/I Can't Believe...You're In Love....xml	1926.0	jazz1350	I Can't Believe...You're In Love... [jazz1350]	C	major	4.0	4.0	0.0	1926.0	AABA	4/4	C major	488	c950d847-df02-4b0c-a512-74fd8e17a015	['Jimmy McHugh']	['Clarence Gaskill']	Song	Q17011778	original song composed by Jimmy McHugh, lyrics by Clarence Gaskill	mc0002459682	https://en.wikipedia.org/wiki/I_Can%27t_Believe_That_You%27re_in_Love_with_Me	Jimmy McHugh
455	dataset/jazz1350/I Can't Get Started.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	I Can't Get Started	dataset/jazz1350/I Can't Get Started.xml	1935.0	jazz1350	I Can't Get Started [jazz1350]	C	major	4.0	4.0	0.0	1935.0	AABA	4/4	C major	489	fc4b0fb3-8b63-3d8c-a61c-a43e1c427d73	['Vernon Duke']	['Ira Gershwin']	Song	Q1133119	"original show tune composed by Vernon Duke, lyrics by Ira Gershwin; from the 1936 musical ""Ziegfeld Follies"""	mc0002373323	https://en.wikipedia.org/wiki/I_Can%27t_Get_Started	Vernon Duke
456	dataset/jazz1350/I Can't Give You Anything But Love.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	I Can't Give You Anything But Love	dataset/jazz1350/I Can't Give You Anything But Love.xml	1928.0	jazz1350	I Can't Give You Anything But Love [jazz1350]	F	major	4.0	4.0	-1.0	1928.0	ABAC	4/4	F major	490	386f9269-0195-30d5-ac56-48be1aa438e3	['Jimmy McHugh']	['Dorothy Fields']	Song	Q1027522	song by Jimmy McHugh e Dorothy Fields.		https://en.wikipedia.org/wiki/I_Can%27t_Give_You_Anything_but_Love,_Baby	Jimmy McHugh
457	dataset/jazz1350/I Concentrate On You.xml	Up Tempo Swing	{'1': 'A', '17': 'B', '33': 'C', '49': 'D'}	64.0	2.0	I Concentrate On You	dataset/jazz1350/I Concentrate On You.xml	1939.0	jazz1350	I Concentrate On You [jazz1350]	Eb	major	4.0	4.0	-3.0	1939.0	ABCD	4/4	Eb major	491	987e7397-8ead-3a86-9054-be065e427ac5	['Cole Porter']	['Cole Porter']	Song	Q5976661	"original film song written and composed by Cole Porter; from the 1940 film """"Broadway Melody of 1940"""	mc0002430401	https://en.wikipedia.org/wiki/I_Concentrate_on_You	Cole Porter
458	dataset/jazz1350/I Could Have Danced All Night.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	32.0	2.0	I Could Have Danced All Night	dataset/jazz1350/I Could Have Danced All Night.xml	1956.0	jazz1350	I Could Have Danced All Night [jazz1350]	C	major	4.0	4.0	0.0	1956.0	ABCD	4/4	C major	492	6cefb931-3a27-3351-bf00-b8289432fa79	['Frederick Loewe']	['Alan Jay Lerner']	Song	Q3433464	"original show tune by Lerner and Loewe; from the 1956 musical ""My Fair Lady"""		https://en.wikipedia.org/wiki/I_Could_Have_Danced_All_Night	Frederick Loewe
459	dataset/jazz1350/I Could Write A Book.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	I Could Write A Book	dataset/jazz1350/I Could Write A Book.xml	1940.0	jazz1350	I Could Write A Book [jazz1350]	C	major	4.0	4.0	0.0	1940.0	ABAC	4/4	C major	493	a56aa3b1-2afa-36d1-b09c-c7bb559d1a66	['Richard Rodgers']	['Lorenz Hart']	Song	Q5976726	1940 song composed by Richard Rodgers with lyrics by Lorenz Hart performed by The Rolling Stones		https://en.wikipedia.org/wiki/I_Could_Write_a_Book	Richard Rodgers
460	dataset/jazz1350/I Cover The Waterfront.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Cover The Waterfront	dataset/jazz1350/I Cover The Waterfront.xml	1933.0	jazz1350	I Cover The Waterfront [jazz1350]	G	major	4.0	4.0	1.0	1933.0	AABA	4/4	G major	494	0b393552-2b45-3c27-a3d4-3d536de4e0c5	['Edward Heyman', 'Johnny Green']	['Edward Heyman']						Edward Heyman
460	dataset/jazz1350/I Cover The Waterfront.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Cover The Waterfront	dataset/jazz1350/I Cover The Waterfront.xml	1933.0	jazz1350	I Cover The Waterfront [jazz1350]	G	major	4.0	4.0	1.0	1933.0	AABA	4/4	G major	494	0b393552-2b45-3c27-a3d4-3d536de4e0c5	['Edward Heyman', 'Johnny Green']	['Edward Heyman']						Johnny Green
461	dataset/jazz1350/I Cried For You.xml	Ballad	{'1': 'A', '17': 'B', '33': 'A'}	40.0	2.0	I Cried For You	dataset/jazz1350/I Cried For You.xml	1923.0	jazz1350	I Cried For You [jazz1350]	F	major	4.0	4.0	-1.0	1923.0	ABA	4/4	F major	495	033b8ca8-e7a3-3b51-a3be-2ec936d0c7b2	['Abe Lyman', 'Arthur Freed']	['Gus Arnheim']	Song	Q2059920	original song written and composed by Arthur Freed, Gus Arnheim, and Abe Lyman	mc0002484907	https://en.wikipedia.org/wiki/I_Cried_for_You	Abe Lyman
461	dataset/jazz1350/I Cried For You.xml	Ballad	{'1': 'A', '17': 'B', '33': 'A'}	40.0	2.0	I Cried For You	dataset/jazz1350/I Cried For You.xml	1923.0	jazz1350	I Cried For You [jazz1350]	F	major	4.0	4.0	-1.0	1923.0	ABA	4/4	F major	495	033b8ca8-e7a3-3b51-a3be-2ec936d0c7b2	['Abe Lyman', 'Arthur Freed']	['Gus Arnheim']	Song	Q2059920	original song written and composed by Arthur Freed, Gus Arnheim, and Abe Lyman	mc0002484907	https://en.wikipedia.org/wiki/I_Cried_for_You	Arthur Freed
462	dataset/jazz1350/I Didn't Know About You.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Didn't Know About You	dataset/jazz1350/I Didn't Know About You.xml	1944.0	jazz1350	I Didn't Know About You [jazz1350]	F	major	4.0	4.0	-1.0	1944.0	AABA	4/4	F major	496	91c03191-452f-3e93-9aff-8d6ba019898a	['Duke Ellington']	['Bob Russell']	Song	Q602071	single		https://en.wikipedia.org/wiki/I_Didn%27t_Know_About_You	Duke Ellington
463	dataset/jazz1350/I Didn't Know What Time It Was.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	36.0	4.0	I Didn't Know What Time It Was	dataset/jazz1350/I Didn't Know What Time It Was.xml	1939.0	jazz1350	I Didn't Know What Time It Was [jazz1350]	G	major	4.0	4.0	1.0	1939.0	AABA	4/4	G major	497	17ffdc13-e578-38d6-8cc7-0b9056143743	['Richard Rodgers']	['Lorenz Hart']	Song	Q1606678	"original show tune by Rodgers and Hart; from the 1939 musical ""Too Many Girls"""		https://en.wikipedia.org/wiki/I_Didn%27t_Know_What_Time_It_Was	Richard Rodgers
464	dataset/jazz1350/I Don't Know Enough About You.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Don't Know Enough About You	dataset/jazz1350/I Don't Know Enough About You.xml	1946.0	jazz1350	I Don't Know Enough About You [jazz1350]	C	major	4.0	4.0	0.0	1946.0	AABA	4/4	C major	498	34d07544-714f-4c41-866b-6e7ded88fbbd	['Dave Barbour', 'Peggy Lee']	[]	Song					Dave Barbour
464	dataset/jazz1350/I Don't Know Enough About You.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	I Don't Know Enough About You	dataset/jazz1350/I Don't Know Enough About You.xml	1946.0	jazz1350	I Don't Know Enough About You [jazz1350]	C	major	4.0	4.0	0.0	1946.0	AABA	4/4	C major	498	34d07544-714f-4c41-866b-6e7ded88fbbd	['Dave Barbour', 'Peggy Lee']	[]	Song					Peggy Lee
465	dataset/jazz1350/I Don't Want To Miss Mississippi.xml	Medium Swing	{'1': 'A', '17': 'A', '33': 'B'}	48.0	1.0	I Don't Want To Miss Mississippi	dataset/jazz1350/I Don't Want To Miss Mississippi.xml		jazz1350	I Don't Want To Miss Mississippi [jazz1350]	G	major	4.0	4.0	1.0		AAB	4/4	G major	499		[]	[]						Serger Ellis
